ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Example_Comment_English,Example_URL,Sense_IDs
XV000921,tkw,Li-romo i-katau vangana kanmoro iu ne meteliko.,,,We watch the light of the stars up in the sky.,,,,,SN000709 ; SN001365
XV000922,tkw,Viko iadapa li-iu.,,,They buried their shellmoney in the ground.,,,,,SN000710
XV000923,tkw,"Li-iu tepapa i-le awoiu, li-vesu bulateno i-vio.",,,"First they buried the dancing boards, then they erected the ritual pole.",,,,https://doi.org/10.24397/pangloss-0003352#S13,SN000710
XV000924,tkw,Miko noma ka i-iu kulumoe Tetawo ne Banie.,,,"A long time ago, the village of Tetawo on Banie island was buried by an earthquake.",,,,,SN000711
XV000925,tkw,Dapa Iura li-la vesevelae li-iu me viko.,,,People in Vanuatu thread cone shells into shellmoney.,,,,,SN000712 ; SN001309 ; SN002478
XV000926,tkw,U-iui i-le!,,,Push it forward!,,,,,SN000713 ; SN001115
XV000927,tkw,Katae kape le-iui kuo i-abu ne revo.,,,They were about to push their canoe out to sea.,,,,,SN000713
XV000928,tkw,Dapa li-ioi tovokowo ene: kuo pine ponu i-atili i-abu i-le.,,,"As they pushed the lever, the large ship slid down all the way.",,,,,SN000713 ; SN002366
XV000929,tkw,Mou me ne-iumu ne-le n-ioi teuko ko.,,,Let me first go angling.,,,,,SN000716 ; SN000916 ; SN001479
XV000930,tkw,iula tepuke,,,anchor of a sailing canoe,,,,,SN000720
XV000931,tkw,iula toñaki,,,anchor of a ship,,,,,SN000720
XV000932,tkw,"Iula toñaki ponu, ene ni-romo ñe mata ene.",,,"That (ship) anchor, I have seen it with my own eyes.",,,,,SN000720
XV000933,tkw,U-iumu u-koie u-ka!,,,You come in first!,,,,,SN000722
XV000934,tkw,U-iumu me ne-katau eo.,,,"You go first, I'll come behind you.",,,,,SN000722
XV000935,tkw,Mou me ne-iumu ne-vongo ko.,,,Let me have dinner first.,,,,,SN000723
XV000936,tkw,"Ia ni-mui, nga u-ium’ u-viñ' ene!",,,"I didn't know, you should have first told me!",,,,,SN000723 ; SN001491 ; SN001660
XV000937,tkw,Ni-nabe jokoro lea iune ka kula.,,,I measured the bamboo to be one fathom and a half.,,,,,SN000724 ; SN000999 ; SN001001 ; SN001123 ; SN001552
XV000938,tkw,uie kwate tamana iune,,,page thirty one,,,,,SN000724 ; SN002075 ; SN002383
XV000939,tkw,rea iune tamana iune,,,one hundred and one,,,,,SN000724
XV000940,tkw,wik iune piote,,,one full week,,,,,SN000725 ; SN001835
XV000941,tkw,Ka metele iune pon!,,,"Alright, it's been one moon!",,,,https://doi.org/10.24397/pangloss-0003351#S148,SN000725
XV000942,tkw,"La-te ra ra, bwara kata kape ebieve iune.",,,"They stayed there, perhaps a whole year.",,,,https://doi.org/10.24397/pangloss-0003351#S15,SN000725
XV000943,tkw,"Emele iune, ini da men’ iape, la-te ne kulumoe.",,,"[There was once] one woman, with her child, who were living in the village.",,,,,SN000726
XV000944,tkw,Li-bu awoiu. Iune i-te tae.,,,Everybody died: nobody survived. [lit. a single one wasn't there],,,,https://doi.org/10.24397/pangloss-0003352#S117,SN000727
XV000945,tkw,"Vesepiene iune, i-vete ngatene tilu.",,,"It is the same word, but with two distinct meanings.",,,,,SN000728 ; SN002295 ; SN002477
XV000946,tkw,Dapa Lovoko na li-ovei pe li-la ngatene iune.,,,The Lovoko people are used to cooperating with each other [lit. working as-one],,,,,SN000729
XV000947,tkw,~le iune,,,"(be, do) the same; (go) together",,,,,SN000729
XV000948,tkw,Ia enon' iot' tae! Pe enone na iune na.,,,But I don't have another (knife). This is my only one.,,,,,SN000730
XV000949,tkw,Mwaliko iune na ka i-te.,,,There's only one man left (who can speak the language).,,,,,SN000730 ; SN002133
XV000950,tkw,"Kape li-au, li-ngago iunubo iune iune ñe veve.",,,"They will wrap [the food], and fasten every parcel using rope.",,,,,SN000731 ; SN000736 ; SN002494
XV000951,tkw,kwa-tilu tamana iuntae,,,twenty nine,,,,,SN000732
XV000952,tkw,iunubo vongoro,,,basketful of almonds,,,,,SN000735 ; SN002616
XV000953,tkw,Kape li-katei vekai iunubo apilaka.,,,They cut the pudding into small portions.,,,,,SN000735
XV000954,tkw,"Mata da i-koie ponu, la-romo iunubo vekai, iunubo poi, i-wene ne lema Toplau.",,,"They looked inside, and saw portions of pudding and portions of pork, set out inside the Men's house.",,,,,SN000735
XV000955,tkw,uña iunubo tomona,,,portions of pudding,,,,,SN000736 ; SN002333
XV000956,tkw,dapa iupa noma,,,our ancestors,,,,,SN000737
XV000957,tkw,Li-le ne iura.,,,They went to the heights [of the island].,,,,,SN000738
XV000958,tkw,"Vana uña toñaki i-ka i-loko dapa ne kulumoe na, dapa li-lui li-langatene ne Iura, Santo.",,,"Ships used to come to this island to collect people, and then take them away to make them work somewhere in the south, on (Espiritu) Santo.",,,,,SN000739
XV000959,tkw,"Kulumoe Iura, kulumoe i-wene tev’ iu.",,,The islands of (north) Vanuatu are located southeast.,,,,,SN000740
XV000960,tkw,Li-ovei pe li-pwalau li-le Iura ne tepuke.,,,They used to travel to (north) Vanuatu on their canoes.,,,,,SN000740
XV000961,tkw,"Li-nabe na ini wako, li-vesu iuro.",,,"They first measured the ground, and then erected the pillars.",,,building a house,,SN000741
XV000962,tkw,"Li-katei bavede i-vene ne iuro, peini me le-vesu i-ke i-le.",,,"They hoisted the sail up the mast, so they could sail away.",,,,,SN000742 ; SN000851 ; SN001114 ; SN001804 ; SN002467
XV000963,tkw,iutego kuledi peini tokoli,,,shorter stilts for the floor structure,,,,,SN000744
XV000964,tkw,"Eo pon, ive?",,,"[lit. as for you, how's things?] What's up with you?",,,,,SN000746
XV000965,tkw,Ive? Ba-romo kupa wako we tamwaliko?,,,Now what? Do you like us or not?,,,,https://doi.org/10.24397/pangloss-0003351#S59,SN000746
XV000966,tkw,Aia kape i-ka ne! – Ka ive?,,,Your father's coming! – So what?!,,,,,SN000746
XV000967,tkw,A-ko ive?,,,What did you say?,,,,,SN000747
XV000968,tkw,"Li-ka ponu, li-ko (ive?) li-wokobe da.",,,So they all came in order to… (to do what again?) …to welcome them.,,,,,SN000747
XV000969,tkw,A-kai lusa ene na (pe) ive?,,,But why did you tear my shirt?,,,,,SN000748
XV000970,tkw,Ive eo? Ai-etengi ñe nganae?,,,What's up with you? Why are you crying?,,,,,SN000749
XV000971,tkw,Eo a-mokoiu ai-ovili pe ive?,,,Why are you sleeping so late?,,,,,SN000750
XV000972,tkw,li-au jebute,,,harvest taro (by pulling on it),,,,,SN000753
XV000973,tkw,Jebute ka moso.,,,The taros are ripe.,,,,,SN000753 ; SN000769
XV000974,tkw,"Kape jebute i-karau na metae, pe ero tae.",,,"Taro can't grow here, because there's no water.",,,,,SN000753 ; SN000818 ; SN001783
XV000975,tkw,jie bute → jebute,,,taro sucker → taro,,,,,SN000756
XV000976,tkw,Bele voro ini jiejie.,,,The skin of stingrays is rough.,,,,,SN000757
XV000977,tkw,Ni-nabe jokoro lea iune ka kula.,,,I measured the bamboo rod to be one fathom and a half.,,,,,SN000759 ; SN000766
XV000978,tkw,Kape le-la teuko ne jokoro me le-katei ñe namuko.,,,We'll take a fishing rod and go angling.,,,,,SN000760 ; SN000855
XV000979,tkw,"Le-la jokoro me le-woi, me le-mako.",,,We'll take bamboos and pound them (on the ground) for the dances.,,,,,SN000762
XV000980,tkw,jokoro pe li-woi,,,[lit. bamboos to be stamped] stamping tube,,,,,SN000762
XV000981,tkw,jokoro pe li-vi,,,[lit. bamboos to be blown] Pan pipe,,,,,SN000763
XV000982,tkw,jokoro pe li-abu,,,[lit. bamboos to be struck] bamboo organ,,,,,SN000764
XV000983,tkw,Dameliko kape li-abu jokoro.,,,The kids will play the bamboo organ.,,,,,SN000764
XV000984,tkw,viabasa ini ka noma ini ka mata ini,,,"her hair, her face, her eyes",,,,,SN000766 ; SN001603
XV000985,tkw,"Uña teliki makumoso, ka uña teliki, ka dapa wopine peini kulumoe, ka dapa gete, ne-ko kape ne-viñi kiapa.",,,"O you supreme chiefs, you dignitaries, you leaders of our island; and you the youngsters too, I have something to tell you.",,,,https://doi.org/10.24397/pangloss-0003351#S95,SN000766
XV000986,tkw,ne to ñe na ka Tekupie,,,between here and Tikopia,,,,https://doi.org/10.24397/pangloss-0003351#S25,SN000766 ; SN001538 ; SN002168 ; SN002304
XV000987,tkw,"Tokoli i-dobuo pe tebo, ka i-mu tamwase.",,,"The bridge is wet due to the rain, so it's very slippery.",,,,,SN000768
XV000988,tkw,"Dapa li-le ne ene tae, ka ene ni-aptei ñe lek’ one.",,,"They didn't believe me, so I swore on my cousin's life.",,,,,SN000768
XV000989,tkw,Kulevelu ka i-ve waluluo tete.,,,The fowl has laid three eggs.,,,,,SN000769 ; SN001006 ; SN002681
XV000990,tkw,Ka a-kila emele?,,,Are you married already?,,,,,SN000769
XV000991,tkw,Ka ni-koie.,,,I'm inside already.,,,,,SN000769
XV000992,tkw,"Mamote i-maluo, we tae? – Tae, ka i-bu.",,,"Is she still alive? – No, she's already passed away.",,,,,SN000769 ; SN001234
XV000993,tkw,Ngiro ka i-lubi.,,,The wind has turned.,,,,https://doi.org/10.24397/pangloss-0003351#S53,SN000769 ; SN001184 ; SN001703
XV000994,tkw,"Revo ka i-koie, we ka i-ma?",,,Is it high tide or low tide?,,,,,SN000769 ; SN001205
XV000995,tkw,"O io, ka ni-tabo ni-vodo!",,,"Oh yes, I remember now!",,,,,SN000769 ; SN002597
XV000996,tkw,Le-te rema le-ko none ka moioe.,,,Let's wait for the food to cook.,,,Perfect in the future,,SN000769 ; SN001915
XV000997,tkw,Otovo iupa ka tamwaliko.,,,Our roofing has been damaged. [lit. has gone bad],,,adjective predicate,,SN000769 ; SN002083
XV000998,tkw,Ka bwogo.,,,It's night now.,,,noun predicate,,SN000769
XV000999,tkw,Kiapa dapa Frans ka menuko.,,,"We and the French, we are friends.",,,noun predicate,,SN000769 ; SN001347
XV001000,tkw,Aeve ka tili.,,,[hours are (already) five] It's five o'clock now.,,,numeral predicate,,SN000769
XV001001,tkw,Ka ne-koie.,,,I'm coming in (in a second).,,,,,SN000770
XV001002,tkw,Ka u-te!,,,Good bye! [lit. you stay!],,,greeting,,SN000771
XV001003,tkw,U-ka ko!,,,Come here!,,,,,SN000772
XV001004,tkw,I-ka i-koie ne moe ka i-romo emel’ iape i-wene teve iawo.,,,He came in the house and he saw his wife by the fire.,,,character's point of view,https://doi.org/10.24397/pangloss-0003353#S14,SN000772
XV001005,tkw,Ba-ka ba-rom ngatene pon na!,,,Come look at that thing here!,,,serial verb,,SN000772
XV001006,tkw,Pi-ka vele?,,,Where are you coming from?,,,,,SN000773
XV001007,tkw,U-wai i-ka!,,,Paddle this way!,,,,https://doi.org/10.24397/pangloss-0003351#S36,SN000775
XV001008,tkw,Dapa ñepe na kape le-mako i-ka.,,,They will be dancing in this direction.,,,,https://doi.org/10.24397/pangloss-0003351#S153,SN000775
XV001009,tkw,Paiu vitoko i-ka.,,,Paiou village is very close to here.,,,"no motion, abstract vector",,SN000775
XV001010,tkw,Ab' u-leng' i-ka!,,,Listen to me! (lit. hear this way),,,,,SN000776
XV001011,tkw,Ni-ko u-la iawo mijaka i-ka!,,,Please pass me some fire! (this way),,,,,SN000776
XV001012,tkw,Li-romo metele i-ka ra ra ra i-tomoe.,,,They watched the moon over time (lit. watched it come along) till it disappeared.,,,,https://doi.org/10.24397/pangloss-0003351#S148,SN000777
XV001013,tkw,U-wai ebele u-ka pon etapu!,,,Don't shake your body like that!,,,,,SN000778 ; SN001848 ; SN002655
XV001014,tkw,Avtebe adapa ka i-maili i-vene kata ka vitoko kape moso.,,,Their taros had grown up and were almost ripe.,,,,https://doi.org/10.24397/pangloss-0003351#S108,SN000779 ; SN001221
XV001015,tkw,Kape le-kae?!,,,How were they supposed to proceed?!,,,,,SN000782 ; SN000810
XV001016,tkw,I-kae eo?,,,How are you?,,,,,SN000783
XV001017,tkw,Kape le-te le-kae?,,,How could they have remained there?,,,,,SN000784
XV001018,tkw,A-kai lusa ene na pe i-kae?,,,Why did you tear my shirt?,,,,,SN000785 ; SN000787 ; SN001197
XV001019,tkw,Pe i-kae?,,,Why?,,,,,SN000785
XV001020,tkw,"Mata ini i-ledi, we i-kae?",,,Was he hungry or something?,,,,,SN000786 ; SN002711
XV001021,tkw,"Pon kaiawo tae, ova revo.",,,"That's not smoke, that's steam.",,,,,SN000788 ; SN001749 ; SN001849 ; SN002058
XV001022,tkw,"Ei! Kaiawo pon! I-ke re, ne kulumoe re!",,,"Hey, look at the smoke! It's coming from over there, from that village over there!",,,,https://doi.org/10.24397/pangloss-0003352#S60,SN000788
XV001023,tkw,Ene ni-mede kaipa tae!,,,I'm not lying to you!,,,object,,SN000789 ; SN002057
XV001024,tkw,Pe-te puna kaipa tae!,,,Keep quiet!,,,reflexive,,SN000789
XV001025,tkw,mwaliko po i-kamai tamate pon,,,the man who brought the Tamate masks [to this island],,,,,SN000791
XV001026,tkw,Kupa pi-kamai monone apilaka ne pe-ko me pe-kamai i-wene tev' eo.,,,"We have brought here this small chest, with the idea to leave it with you.",,,,https://doi.org/10.24397/pangloss-0003269#S8,SN000791 ; SN001451
XV001027,tkw,viñe kanamuko,,,clam shell,,,,,SN000792
XV001028,tkw,"Li-nge to, li-kanu buioe me puluko.",,,"They would suck on sugarcane, and also chew areca nuts with betel leaves.",,,,,SN000800
XV001029,tkw,kangele luro,,,coconut meat,,,,,SN000802
XV001030,tkw,kangele vongoro pe li-vo,,,fruit of Canarium almonds,,,,,SN000802
XV001031,tkw,kangele kome,,,the mollusc part of a giant clam,,,,,SN000802
XV001032,tkw,kangele iawo,,,flames (of fire),,,,,SN000803
XV001033,tkw,kangele teuko,,,fishing hook,,,,,SN000803
XV001034,tkw,Dapa noma li-vo kangele kome li-ia kome.,,,People in the past used to break giant clams and grind them into axes.,,,,,SN000805
XV001035,tkw,Namuko i-ka i-e temounu mina kangele teuko enaka!,,,The fish came and ate away the bait from my fish hook!,,,,,SN000806 ; SN002204
XV001036,tkw,"Dapa li-la laviko, namolo, kangele teuko, li-la li-mini kupa.",,,"They would take pearls, clothes, fish hooks, and give them to us.",,,,,SN000806 ; SN001100 ; SN001393
XV001037,tkw,Kape ne-tabo ne-le metele iote pe kape i-ka na.,,,I'll go again next month [the other month that will come].,,,,,SN000808
XV001038,tkw,Kata kape le-tetele kape le-pinoe pon ta.,,,They were about to start dancing.,,,,https://doi.org/10.24397/pangloss-0003351#S129,SN000809 ; SN000834 ; SN002244
XV001039,tkw,Vitoko teve me kape le-bo.,,,They were about to start making (their canoe).,,,,,SN000809 ; SN002583
XV001040,tkw,Toñaki pine pe kape le-ke le-lui ne ngamuli tae.,,,It was not the kind of large ships that can go out into the ocean.,,,,,SN000811 ; SN000871 ; SN001121 ; SN001676
XV001041,tkw,U-le pon etapu! Ña leka kape i-rom' eo!,,,Don't go there! Your cousin might see you!,,,with apprehensive [ña](LX000312),https://doi.org/10.24397/pangloss-0003352#S58,SN000811 ; SN001134
XV001042,tkw,Mat’ eo nara kape u-wasi ñe idi ’tapu.,,,Be careful not to give (the secret) away.,,,with apprehensive [nara](nara_2),https://doi.org/10.24397/pangloss-0003269#S10,SN000811 ; SN001276 ; SN001567 ; SN002695
XV001043,tkw,Nganae pe kape le-la tae.,,,They don't need to work. [lit. there isn't anything they have to ‘take’],,,,,SN000811 ; SN001038 ; SN001049
XV001044,tkw,"Nga u-le, ata tadoe kap’ i-ejau bas' eo mumule.",,,"If you go there, the soul of spirits can make your head go crazy.",,,,,SN000812 ; SN002048
XV001045,tkw,"Ruene ponu, kape nga ngele nga i-bu, kape le-lengi aña ruene pe li-ko.",,,"It's a special door: whenever someone dies, you'll hear the sound of a door being opened.",,,,,SN000813 ; SN000932
XV001046,tkw,"Nga i-abu mata, kape bwara mata ini kilo ñei.",,,"If he had hit her eyes, she could have turned blind.",,,counterfactual,,SN000813 ; SN001659
XV001047,tkw,"Taluaito ini basa beme, kape i-padi basa ini: ne to ne, koro; ne lava tilu, kape bworo. Awoiu kape i-tabo koro pwo mijaka.",,,"The (heathen) priest had a bald head, which he would paint: white in the middle; black on each side; and then, white a bit again underneath.",,,,,SN000814 ; SN001767
XV001048,tkw,basavono pe da-tilu kape la-kila da,,,when there is a wedding [lit. when two people follow/marry each other],,,,,SN000815 ; SN000901
XV001049,tkw,"Kape le-toe langasuo peini, ka nengele wamitaka.",,,"You cut out the big (canoe) rail, and then the smaller pieces.",,,generic present with generic subject [le-](le-_1),,SN000815
XV001050,tkw,"Ewe, kape nga ponu.",,,"Yes, that must be it.",,,"predicative, future marked",,SN000816
XV001051,tkw,kara kava,,,kava root,,,,,SN000817
XV001052,tkw,kara boke,,,banyan root,,,,,SN000817
XV001053,tkw,"Kava li-totoe, kara i-koie samame.",,,"You chop kava to small pieces, including the roots.",,,,,SN000817 ; SN000951 ; SN002357
XV001054,tkw,"Tepapa, li-toe kara nebe.",,,"To make a stomping board, you cut a root of rosewood tree.",,,,,SN000817
XV001055,tkw,Ini i-karau Vonovono.,,,She grew up in the Reef Islands.,,,,,SN000819
XV001056,tkw,"Na oie ini ka wako, na ka i-karau wako.",,,"She's of a healthy size now, she has nicely put on weight.",,,,,SN000820
XV001057,tkw,"Kasule, li-ovei pe l-ejau ñe idi pe li-tavie.",,,Some vines are useful for sick people.,,,medicine leaves,,SN000822 ; SN002123
XV001058,tkw,Kumara ini rua kasule.,,,Sweet potatoes are the tuber of a vine.,,,,,SN000822
XV001059,tkw,Kata ni-p' ene tamwase.,,,I'm delighted now.,,,,,SN000833
XV001060,tkw,Udo kata kape ka moso.,,,Bananas are almost ripe.,,,,,SN000834 ; SN001459
XV001061,tkw,Kata ka aeve kata kape i-tavali.,,,The sun was already about to go down.,,,combined with Perfective,https://doi.org/10.24397/pangloss-0003352#S26,SN000834 ; SN000836
XV001062,tkw,"Noma, ni-ajau nabene; basavono na ka tae.",,,I used to smoke in the past; but now it's over.,,,,,SN000835 ; SN001555
XV001063,tkw,Katae pon.,,,It's finished.,,,conclusion of story+,,SN000835
XV001064,tkw,Viko iadapa katae ka i-tomoe.,,,Their treasure has disappeared.,,,,,SN000836
XV001065,tkw,Wako. Kata ka ni-ovei.,,,Alright; I've understood.,,,,,SN000836
XV001066,tkw,Katae ka kuo ponta.,,,It's [become] a canoe now.,,,noun predicate,,SN000836
XV001067,tkw,Kata ka ni-e vivilo na!,,,This is my first time eating Cyrtosperma taro.,,,,,SN000838
XV001068,tkw,Katae ka ni-rom ponta.,,,That's when I saw her for the very first time.,,,,,SN000838
XV001069,tkw,Ba-ko ba-katau ene le-le ne toloto?,,,Do you guys want to join me to the lake?,,,,,SN000839
XV001070,tkw,tili' one pe i-katau ene viri,,,[my brother who follows me behind] my next brother (in age),,,,,SN000840
XV001071,tkw,Tilio emele pe i-katau eo?,,,Is this your younger sister?,,,,,SN000840 ; SN002292
XV001072,tkw,Kape le-tabo le-katau na kiapa ponu.,,,Let's retrace our own steps again.,,,,,SN000841 ; SN001119 ; SN001545
XV001073,tkw,Dapa iakapa noma li-ovei pe li-pwalau: li-katau kanimoro li-le ne basakulumoe kula.,,,"Our ancestors used to practice navigation: they would follow the stars, and reach new islands.",,,,,SN000841 ; SN001883
XV001074,tkw,Noma li-katau ñe metele.,,,"In the old days, people would just refer themselves to [lit. follow] the moon.",,,calendar,,SN000842
XV001075,tkw,Emele pon i-katau awa ene!,,,This girl sure suits my desire! (=I dig her!),,,hum,,SN000843
XV001076,tkw,I-kotu i-katau ero ponu i-ven' i-le.,,,"He ran along the river, all the way up.",,,,https://doi.org/10.24397/pangloss-0003352#S83,SN000844 ; SN000990
XV001077,tkw,Li-elele kuo i-katau revo.,,,They dragged the boat [following the sea] along the coast.,,,,,SN000844
XV001078,tkw,Le-woi okoro awoiu le-(w)oburo i-katau.,,,"We pound bamboos (giving the rhythm), and then we sing along.",,,,,SN000845
XV001079,tkw,"Uña toñaki van li-ka, li-ka li-dai temaka i-katau uña basakulumoe.",,,"Ships used to come and explore the area, going from one island to the other [lit. following islands].",,,,,SN000846
XV001080,tkw,"I-e idi, i-e idi, i-katau kulumoe ra ra ra ra ra ra – kulumoe moli.",,,"(the Ogre) ate people, dozens of people, going from one village to another [lit. following villages], on and on and on, until all the villages were empty.",,,,,SN000846
XV001081,tkw,La-tabe mata ka la-lui la-do i-katau ngogoro.,,,"They collected tree shoots, and began to plant them everywhere in the forest [lit. following the forest].",,,,,SN000846
